crashid,cartodbid,on_street_name,cross_street_name,date_time,latitude,longitude,borough,zip_code,socrata_id,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrian_injured,number_of_pedestrian_killed,number_of_persons_injured,number_of_persons_killed,contributing_factors,vehicle_types
131,2711999,RICHMOND ROAD,,2019-11-04 08:50:00+00,40.575184,-74.1278,Staten Island,10306,4238230,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
132,2712036,BATCHELDER STREET,,2019-11-04 08:40:00+00,40.58987,-73.93699,Brooklyn,11235,4235035,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
133,2712088,149 AVENUE,,2019-11-04 19:05:00+00,,,,,4235572,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
134,2712108,OLD TOWN ROAD,,2019-11-04 16:06:00+00,40.595966,-74.08715,Staten Island,10305,4235553,0,0,1,0,0,0,1,0,"View Obstructed/Limited,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
135,2712105,56 STREET,,2019-11-04 23:40:00+00,40.644455,-74.0183,Brooklyn,,4235419,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
136,2712096,177 PLACE,,2019-11-04 11:00:00+00,40.686596,-73.76766,Queens,11434,4235093,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
137,2712106,AVENUE J,,2019-11-04 13:26:00+00,40.62418,-73.97048,Brooklyn,11230,4238799,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
138,2712150,WEST 125 STREET,,2019-11-03 06:40:00+00,40.810764,-73.9526,Manhattan,,4243719,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
139,2712144,ORCHARD BEACH ROAD,,2019-11-03 14:33:00+00,40.865612,-73.801094,Bronx,,4236627,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Bus"
140,2712135,LIBERTY AVENUE,,2019-11-04 17:30:00+00,40.686234,-73.82418,Queens,11419,4235586,0,0,0,0,1,0,1,0,Unspecified,Sedan
141,2712138,LINDEN BOULEVARD,,2019-11-04 20:30:00+00,40.69471,-73.751305,Queens,,4235875,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
142,2712202,,480       2 AVENUE,2019-11-02 11:25:00+00,,,,10016,4236386,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
143,2718268,BAY PARKWAY,,2019-11-28 21:36:00+00,,,,,4249087,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
144,2718272,92 STREET,,2019-11-28 14:10:00+00,40.685226,-73.84938,Queens,11416,4251263,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Taxi"
145,2718273,LONG ISLAND EXPRESSWAY,,2019-11-28 17:00:00+00,40.73632,-73.85631,Queens,,4249005,0,0,2,0,0,0,2,0,"Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,Following Too Closely,Following Too Closely","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan"
146,2718266,RIVERDALE AVENUE,,2019-11-28 09:00:00+00,40.66018,-73.91414,Brooklyn,11212,4250998,0,0,2,0,0,0,2,0,Unspecified,Sedan
147,2718935,UNION STREET,,2019-11-27 21:38:00+00,40.668613,-73.94505,Brooklyn,,4249615,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,
148,2719375,CENTRAL PARK WEST,,2019-11-24 20:45:00+00,,,,,4249567,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,E-Bik"
149,2696281,ROCKAWAY PARKWAY,,2019-11-01 04:40:00+00,40.664375,-73.92376,Brooklyn,11212,4233170,0,0,0,0,1,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
150,2696279,NORTH CONDUIT AVENUE,,2019-11-01 11:45:00+00,40.66612,-73.82225,Queens,11420,4233623,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
151,2696291,,4557      WHITE PLAINS ROAD,2019-11-01 01:44:00+00,40.901154,-73.852196,Bronx,10470,4234832,0,0,2,0,0,0,2,0,Unspecified,Taxi
152,2696292,GRAND CENTRAL PKWY,,2019-11-01 06:30:00+00,40.748203,-73.84962,Queens,,4233211,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
153,2696278,,206       BERKELEY PLACE,2019-11-01 18:00:00+00,40.67464,-73.9739,Brooklyn,11217,4234554,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Sedan"
154,2696307,MAJOR DEEGAN EXPRESSWAY,,2019-11-01 08:41:00+00,40.807434,-73.92619,Bronx,,4233257,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
155,2696370,INDEPENDENCE AVENUE,,2019-11-01 11:00:00+00,40.884857,-73.91587,Bronx,,4233983,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
156,2696304,,1463      SOUTHERN BOULEVARD,2019-11-01 07:32:00+00,40.8327,-73.89056,Bronx,10460,4233311,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
157,2696740,,77        WEST DRIVE,2019-11-01 07:30:00+00,,,,,4233102,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Bike,Bike"
158,2696738,30 PLACE,,2019-11-01 11:31:00+00,40.743195,-73.93673,Queens,11101,4233455,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Motorscooter,Van"
159,2696733,SPENCER AVENUE,,2019-11-01 03:14:00+00,40.728294,-73.75037,Queens,11427,4233520,0,0,1,0,0,0,1,0,Unsafe Speed,Sedan
160,2696270,QUEENSBORO BRIDGE UPPER,,2019-11-01 03:15:00+00,,,,,4233034,0,0,1,0,0,0,1,0,Driver Inattention/Distraction,Sedan
161,2696269,EAST 168 STREET,,2019-11-01 01:07:00+00,40.828854,-73.89932,Bronx,10459,4233205,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
162,2696273,GRANDVIEW AVENUE,,2019-11-01 16:00:00+00,40.710182,-73.908485,Queens,11385,4234092,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
163,2696274,EAST 54 STREET,,2019-11-01 06:00:00+00,40.758327,-73.96894,Manhattan,,4233838,0,0,0,0,1,0,1,0,Backing Unsafely,Sedan
164,2696275,7 AVENUE,,2019-11-01 08:20:00+00,40.814632,-73.9442,Manhattan,,4233291,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Taxi,Box Truck"
165,2696310,,33-43     41 road,2019-11-01 21:00:00+00,,,,,4233875,1,0,0,0,0,0,1,0,"Cell Phone (hand-Held),Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
166,2696324,VANWYCK EXPRESSWAY,,2019-11-01 13:30:00+00,,,,,4233637,0,0,1,0,0,0,1,0,Unspecified,"Sedan,Bus"
167,2696330,DELANCEY STREET,,2019-11-01 12:30:00+00,40.71918,-73.99029,Manhattan,10002,4233509,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Bus"
168,2696325,75 STREET,,2019-11-01 13:10:00+00,40.74623,-73.89037,Queens,11373,4234563,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
169,2696347,BRUCKNER EXPRESSWAY,,2019-11-01 14:35:00+00,40.82482,-73.86865,Bronx,,4234023,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
170,2696349,FULTON STREET,,2019-11-01 21:59:00+00,40.68348,-73.966896,Brooklyn,,4233569,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
171,2696359,,390       LORIMER STREET,2019-11-01 19:35:00+00,40.708595,-73.94846,Brooklyn,11206,4234634,1,0,0,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
172,2696360,8 AVENUE,,2019-11-01 20:30:00+00,40.761036,-73.98702,Manhattan,10019,4234172,0,0,0,0,1,0,1,0,Unsafe Speed,SKATE
173,2696385,MONROE AVENUE,,2019-11-01 19:45:00+00,40.846733,-73.90649,Bronx,10457,4233579,0,0,0,0,1,0,1,0,Backing Unsafely,Sedan
174,2696377,VANDAM STREET,,2019-11-01 22:07:00+00,40.73572,-73.93677,Queens,11101,4233511,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Sedan,Sedan,Sedan"
175,2696388,STEINWAY STREET,,2019-11-01 00:48:00+00,40.756676,-73.920876,Queens,11103,4233922,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
176,2696406,STEINWAY STREET,,2019-11-01 12:15:00+00,40.772854,-73.90607,Queens,11105,4233936,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Pick-up Truck,Moped"
177,2696408,,9         EAST 96 STREET,2019-11-01 16:06:00+00,40.787735,-73.95534,Manhattan,10128,4233665,0,0,0,0,1,0,1,0,Unspecified,Taxi
178,2696417,,5377      KINGS HIGHWAY,2019-11-01 18:20:00+00,40.639626,-73.92582,Brooklyn,11203,4234492,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
179,2696426,MAJOR DEEGAN EXPRESSWAY,,2019-11-01 08:00:00+00,,,,,4233664,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
180,2696419,BRONX RIVER PARKWAY,,2019-11-01 14:52:00+00,40.88756,-73.866394,Bronx,,4233443,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Sedan,Sedan,Station Wagon/Sport Utility Vehicle"
181,2696420,6 AVENUE,,2019-11-01 11:30:00+00,40.67417,-73.97883,Brooklyn,11215,4234530,0,0,1,0,0,0,1,0,"Turning Improperly,Unspecified","Pick-up Truck,Station Wagon/Sport Utility Vehicle"
182,2696432,JAMAICA AVENUE,,2019-11-01 04:11:00+00,40.68415,-73.8848,Brooklyn,,4234139,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified",Sedan
183,2696435,KINGS HIGHWAY,,2019-11-01 09:01:00+00,40.64854,-73.924255,Brooklyn,11203,4234356,0,0,3,0,0,0,3,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
184,2696430,BELT PARKWAY,,2019-11-01 19:20:00+00,40.60487,-74.02955,Brooklyn,,4233470,0,0,3,0,0,0,3,0,"Following Too Closely,Unspecified,Unspecified","Sedan,Sedan,Station Wagon/Sport Utility Vehicle"
185,2696450,ATLANTIC AVENUE,,2019-11-01 14:00:00+00,40.686085,-73.982666,Brooklyn,11217,4233549,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
186,2696452,WILLIS AVENUE,,2019-11-01 00:10:00+00,40.812263,-73.92059,Bronx,,4232985,1,0,0,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Bike"
187,2696453,GLENWOOD ROAD,,2019-11-01 17:48:00+00,40.635063,-73.93056,Brooklyn,11234,4233648,0,0,1,0,0,0,1,0,"Fell Asleep,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
188,2696444,COZINE AVENUE,,2019-11-01 18:00:00+00,40.657654,-73.87917,Brooklyn,11207,4234133,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
189,2696447,WEST 57 STREET,,2019-11-01 19:00:00+00,40.770313,-73.99141,Manhattan,10019,4234168,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Unspecified","Sedan,Taxi"
190,2696457,STANLEY AVENUE,,2019-11-01 07:30:00+00,40.65698,-73.88943,Brooklyn,11207,4234408,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Pick-up Truck,Sedan"
191,2696468,WHITE PLAINS ROAD,,2019-11-01 15:30:00+00,40.82201,-73.85827,Bronx,10473,4234019,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
192,2696470,GRAND CENTRAL PKWY,,2019-11-01 20:00:00+00,40.72277,-73.83625,Queens,,4233467,0,0,1,0,0,0,1,0,Following Too Closely,Sedan
193,2696501,THIRD AVENUE,,2019-11-01 19:04:00+00,,,,,4234324,0,0,0,0,1,0,1,0,,
194,2696502,FARMERS BOULEVARD,,2019-11-01 12:30:00+00,40.679737,-73.76162,Queens,,4233463,0,0,2,0,0,0,2,0,"Alcohol Involvement,Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
195,2696503,BEDFORD PARK BOULEVARD,,2019-11-01 15:15:00+00,40.866047,-73.882744,Bronx,10458,4233741,0,0,1,0,0,0,1,0,"Unsafe Speed,Unspecified","Motorcycle,Station Wagon/Sport Utility Vehicle"
196,2696494,WHITESTONE EXPRESSWAY,,2019-11-01 16:00:00+00,40.78356,-73.82449,Queens,,4233874,0,0,1,0,0,0,1,0,"Passing or Lane Usage Improper,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
197,2696504,BEDFORD AVENUE,,2019-11-01 14:10:00+00,40.64952,-73.955795,Brooklyn,11226,4234340,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Van"
198,2696508,MORRIS AVENUE,,2019-11-01 07:29:00+00,40.825573,-73.918465,Bronx,10451,4233961,1,0,0,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
199,2696526,RICHMOND ROAD,,2019-11-01 17:00:00+00,40.576614,-74.11851,Staten Island,10306,4233411,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Motorcycle"
200,2696517,OCEAN AVENUE,,2019-11-01 07:53:00+00,40.647243,-73.96048,Brooklyn,11226,4233909,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Bike"
201,2696559,BROOK AVENUE,,2019-11-01 06:20:00+00,40.804344,-73.92158,Bronx,,4233254,0,0,1,0,0,0,1,0,"Unspecified,Unspecified,Unspecified","Sedan,Sedan,Garbage or Refuse"
202,2696540,178 STREET,,2019-11-01 20:10:00+00,40.692844,-73.770805,Queens,,4233777,0,0,1,0,0,0,1,0,"Alcohol Involvement,Unspecified","Sedan,Sedan"
203,2696543,,789       BROADWAY,2019-11-01 17:04:00+00,40.69997,-73.94059,Brooklyn,11206,4234930,1,0,0,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
204,2696585,BROOKLYN BATTERY TUNNEL,,2019-11-01 15:02:00+00,,,,,4234851,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
205,2696574,ARTHUR AVENUE,,2019-11-01 15:28:00+00,40.853172,-73.88964,Bronx,10457,4233826,0,0,0,0,1,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan
206,2696565,49 STREET,,2019-11-01 20:30:00+00,40.643005,-74.00533,Brooklyn,11220,4233495,0,0,0,0,1,0,1,0,,
207,2696567,PENNSYLVANIA AVENUE,,2019-11-01 00:00:00+00,40.64404,-73.877525,Brooklyn,11239,4234140,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
208,2696577,GRAND CENTRAL PKWY,,2019-11-01 11:04:00+00,40.717014,-73.7994,Queens,,4233249,0,0,1,0,0,0,1,0,"Fatigued/Drowsy,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
209,2696589,BRONX RIVER PARKWAY,,2019-11-01 09:00:00+00,40.840836,-73.87258,Bronx,,4233441,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
210,2696594,EAST 97 STREET,,2019-11-01 00:09:00+00,40.784943,-73.946594,Manhattan,10029,4233659,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Taxi
211,2696606,,14        WEST 53 STREET,2019-11-01 14:30:00+00,40.76073,-73.97661,Manhattan,10103,4234171,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
212,2696607,47 AVENUE,,2019-11-01 23:10:00+00,40.745026,-73.950775,Queens,11101,4233512,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
213,2696628,146 STREET,,2019-11-01 11:30:00+00,40.74256,-73.82302,Queens,11355,4234314,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
214,2696638,WEST 180 STREET,,2019-11-01 03:30:00+00,40.85019,-73.939644,Manhattan,10033,4234328,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
215,2696653,CLEARVIEW EXPRESSWAY,,2019-11-01 16:00:00+00,40.72662,-73.757324,Queens,,4233551,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
216,2696636,5 AVENUE,,2019-11-01 00:00:00+00,40.635567,-74.02016,Brooklyn,11220,4233140,0,0,0,0,2,0,2,0,,
217,2696646,150 STREET,,2019-11-01 07:30:00+00,40.774357,-73.815155,Queens,,4233225,0,0,1,0,0,0,1,0,"Backing Unsafely,Unspecified","Sedan,Sedan"
218,2696648,3 AVENUE,,2019-11-01 07:55:00+00,40.835926,-73.902916,Bronx,,4233830,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,E bik
219,2696668,GRAND ARMY PLAZA,,2019-11-01 20:40:00+00,40.76457,-73.97364,Manhattan,10019,4234196,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
220,2696669,EAST 169 STREET,,2019-11-01 15:00:00+00,40.834187,-73.909584,Bronx,10456,4233963,0,0,0,0,1,0,1,0,Aggressive Driving/Road Rage,
221,2696660,GRAVESEND NECK ROAD,,2019-11-01 06:25:00+00,40.600197,-73.94186,Brooklyn,,4233072,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
222,2696676,31 AVENUE,,2019-11-01 16:00:00+00,40.760612,-73.872894,Queens,11369,4234109,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
223,2696677,164 STREET,,2019-11-01 17:30:00+00,40.723625,-73.80475,Queens,11366,4233533,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
224,2696679,STAGG STREET,,2019-11-01 03:30:00+00,40.712288,-73.92731,Brooklyn,11237,4232940,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,Sedan"
225,2696699,,154       WAKEMAN PLACE,2019-11-01 13:30:00+00,40.640015,-74.02793,Brooklyn,11220,4233340,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
226,2696690,EAST 149 STREET,,2019-11-01 15:15:00+00,40.814266,-73.912964,Bronx,10455,4233673,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
227,2696700,JAMAICA AVENUE,,2019-11-01 00:20:00+00,40.720375,-73.73226,Queens,11428,4233592,0,0,4,0,0,0,4,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel"
228,2696692,ARTHUR KILL ROAD,,2019-11-01 05:36:00+00,40.56011,-74.16495,Staten Island,,4233033,0,0,1,0,0,0,1,0,Fell Asleep,Sedan
229,2696714,NASSAU EXPRESSWAY,,2019-11-01 21:40:00+00,,,,,4233750,0,0,1,0,0,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
230,2696722,,957       BRUCKNER BOULEVARD,2019-11-01 15:25:00+00,40.81938,-73.8918,Bronx,10459,4233818,0,0,3,0,0,0,3,0,"Passing or Lane Usage Improper,Unspecified","Bus,Sedan"
231,2696716,ADAMS STREET,,2019-11-01 17:55:00+00,40.692097,-73.988976,Brooklyn,11201,4233546,0,0,1,0,0,0,1,0,"Passing or Lane Usage Improper,Unspecified",Station Wagon/Sport Utility Vehicle
232,2696726,PENNSYLVANIA AVENUE,,2019-11-01 17:00:00+00,40.67816,-73.897484,Brooklyn,11207,4234153,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Pick-up Truck"
233,2696754,EAST BURNSIDE AVENUE,,2019-11-01 16:00:00+00,,,,10457,4233577,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Sedan,Sedan"
234,2696757,REEVES AVENUE,,2019-11-01 21:09:00+00,40.738857,-73.816086,Queens,11367,4233531,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
235,2696770,VAN SICLEN AVENUE,,2019-11-01 16:45:00+00,40.653755,-73.88173,Brooklyn,,4234146,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
236,2696753,43 AVENUE,,2019-11-01 17:45:00+00,40.746185,-73.92949,Queens,11101,4233510,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Pick-up Truck,Station Wagon/Sport Utility Vehicle"
237,2696763,CONVENT AVENUE,,2019-11-01 08:40:00+00,40.81507,-73.95298,Manhattan,,4233573,0,0,1,0,0,0,1,0,Unspecified,Pick-up Truck
238,2696774,BARTOW AVENUE,,2019-11-01 23:53:00+00,40.86697,-73.837326,Bronx,,4234794,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
239,2696755,VERNON BOULEVARD,,2019-11-01 11:10:00+00,40.769524,-73.935234,Queens,11102,4233931,0,0,1,0,0,0,1,0,"Turning Improperly,Unspecified","Station Wagon/Sport Utility Vehicle,Motorcycle"
240,2696765,NEWPORT AVENUE,,2019-11-01 07:14:00+00,40.58034,-73.84154,Queens,11694,4233571,0,0,1,0,0,0,1,0,"View Obstructed/Limited,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan"
241,2696756,3 AVENUE,,2019-11-01 17:20:00+00,40.809563,-73.92923,Bronx,,4233667,0,0,1,0,0,0,1,0,Unspecified,Sedan
242,2696783,,129       5 AVENUE,2019-11-01 11:37:00+00,40.6787,-73.978905,Brooklyn,11217,4234573,0,0,1,0,0,0,1,0,"Unsafe Speed,Unspecified","Flat Bed,Motorcycle"
243,2696793,,761       7 AVENUE,2019-11-01 12:00:00+00,40.76118,-73.98319,Manhattan,10019,4234166,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Bike"
244,2696778,57 STREET,,2019-11-01 06:05:00+00,40.750393,-73.90523,Queens,11377,4233036,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,
245,2696788,109 AVENUE,,2019-11-01 14:05:00+00,40.683502,-73.817795,Queens,,4233701,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Bus,Pick-up Truck"
246,2696810,,230-02    SOUTH CONDUIT AVENUE,2019-11-01 00:00:00+00,40.66546,-73.747284,Queens,11413,4233590,0,0,2,0,0,0,2,0,Reaction to Uninvolved Vehicle,Sedan
247,2696812,CORONA AVENUE,,2019-11-01 20:45:00+00,40.74428,-73.861786,Queens,11368,4234594,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
248,2696814,,1812      WHITE PLAINS ROAD,2019-11-01 00:43:00+00,40.84576,-73.86631,Bronx,10462,4233089,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Bike"
249,2696815,EAST NEW YORK AVENUE,,2019-11-01 10:19:00+00,40.67657,-73.9008,Brooklyn,11207,4233972,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
250,2696828,,25        PUTNAM STREET,2019-11-01 14:07:00+00,,,,10312,4233491,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
251,2696858,WEST STREET,,2019-11-01 11:51:00+00,40.586308,-73.96943,Brooklyn,11223,4234688,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Sedan"
252,2696856,MAJOR DEEGAN EXPRESSWAY,,2019-11-01 19:45:00+00,40.84106,-73.92851,Bronx,,4233969,0,0,1,0,0,0,1,0,"Passing or Lane Usage Improper,Passing or Lane Usage Improper","Motorcycle,Station Wagon/Sport Utility Vehicle"
253,2696867,102 STREET,,2019-11-01 05:05:00+00,40.74506,-73.861786,Queens,11368,4232986,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified",Bike
254,2696876,MACOMBS DAM BRIDGE,,2019-11-01 19:49:00+00,,,,,4233864,0,0,2,0,0,0,2,0,"Passing Too Closely,Passing Too Closely","Taxi,Bus"
255,2696301,EAST 149 STREET,,2019-11-01 10:45:00+00,40.81881,-73.92828,Bronx,10451,4233962,0,0,0,0,1,0,1,0,Aggressive Driving/Road Rage,Sedan
256,2696823,VICTORY BOULEVARD,,2019-11-01 10:30:00+00,40.60805,-74.15736,Staten Island,,4233392,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
257,2696584,,3220      PAULDING AVENUE,2019-11-01 21:15:00+00,40.871803,-73.85847,Bronx,10469,4234690,0,0,2,0,0,0,2,0,"Unsafe Speed,Unsafe Speed,Unspecified,Unspecified","Sedan,Pick-up Truck,Sedan,Sedan"
258,2696535,ALABAMA AVENUE,,2019-11-01 08:30:00+00,40.67689,-73.900055,Brooklyn,11207,4234399,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Sedan
259,2696476,,772       EDGEWATER ROAD,2019-11-01 06:00:00+00,40.816864,-73.882744,Bronx,10474,4233284,0,0,1,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Tractor Truck Diesel,Pick-up Truck"
260,2696797,MOUNT OLIVET CRESCENT,,2019-11-01 15:00:00+00,40.71638,-73.89751,Queens,11379,4234074,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified,Unspecified","Sedan,Bus,Sedan"
